,프로젝트번호,행번,역할,업무명,개발의뢰번호,의뢰자행번,최초일자,최종일자,기간
4955,P2020-03130-01,13041007,PM,공공수납,R2020-03130,13041007,2020-03-11,2020-03-25,14 days 00:00:00.000000000
4956,P2020-03130-01,18031009,개발자,공공수납,R2020-03130,13041007,2020-03-11,2020-03-25,14 days 00:00:00.000000000
4957,P2020-03130-01,20021001,개발자,공공수납,R2020-03130,13041007,2020-03-11,2020-03-25,14 days 00:00:00.000000000
4958,P2020-03130-01,07061001,개발자,공공수납,R2020-03130,13041007,2020-03-11,2020-03-25,14 days 00:00:00.000000000
4959,P2020-03131-01,06127258,PM,채널,R2020-03131,6127258,2020-03-11,2020-03-23,12 days 00:00:00.000000000
4960,P2020-03131-01,16101080,개발자,채널,R2020-03131,6127258,2020-03-11,2020-03-23,12 days 00:00:00.000000000
4961,P2020-03133-01,06178103,PM,국내무역,R2020-03133,6178103,2020-03-11,2020-04-06,26 days 00:00:00.000000000
4962,P2020-03133-01,20100132,개발자,국내무역,R2020-03133,6178103,2020-03-11,2020-04-06,26 days 00:00:00.000000000
4963,P2020-03134-01,06163361,PM,(L)여신,R2020-03134,12502014,2020-03-12,2020-04-22,41 days 00:00:00.000000000
4964,P2020-03134-01,14100680,개발자,(L)여신,R2020-03134,12502014,2020-03-12,2020-04-22,41 days 00:00:00.000000000
4965,P2020-03134-02,06173240,PM,고객,R2020-03134,12502014,2020-04-09,2020-04-20,11 days 00:00:00.000000000
4966,P2020-03134-02,12102423,개발자,고객,R2020-03134,12502014,2020-04-09,2020-04-20,11 days 00:00:00.000000000
4967,P2020-03135-01,06181384,PM,수신,R2020-03135,12502014,2020-03-12,2021-04-22,406 days 00:00:00.000000000
4968,P2020-03135-01,19100401,개발자,수신,R2020-03135,12502014,2020-03-12,2021-04-22,406 days 00:00:00.000000000
4969,P2020-03135-01,20100175,개발자,수신,R2020-03135,12502014,2020-03-12,2021-04-22,406 days 00:00:00.000000000
4970,P2020-03135-03,08061006,PM,채널S,R2020-03135,12502014,2020-11-30,2020-12-30,30 days 00:00:00.000000000
4971,P2020-03135-03,18051013,개발자,채널S,R2020-03135,12502014,2020-11-30,2020-12-30,30 days 00:00:00.000000000
4972,P2020-03137-01,15061008,PM,BPR수신,R2020-03137,8103186,2020-03-12,2020-03-23,11 days 00:00:00.000000000
4973,P2020-03137-01,12021023,개발자,BPR수신,R2020-03137,8103186,2020-03-12,2020-03-23,11 days 00:00:00.000000000
4974,P2020-0314-01,17100460,PM,공통 지원서비스,R2020-0314,17100460,2020-01-08,2020-02-28,51 days 00:00:00.000000000
4975,P2020-03140-01,11104015,PM,정기성,R2020-03140,11103371,2020-03-11,2020-03-13,2 days 00:00:00.000000000
4976,P2020-03140-01,18102166,개발자,정기성,R2020-03140,11103371,2020-03-11,2020-03-13,2 days 00:00:00.000000000
4977,P2020-03142-01,11121005,PM,BPR여신,R2020-03142,6178529,2020-03-12,2020-04-17,36 days 00:00:00.000000000
4978,P2020-03142-01,08101003,개발자,BPR여신,R2020-03142,6178529,2020-03-12,2020-04-17,36 days 00:00:00.000000000
4979,P2020-03145-01,06158250,PM,CLS(외환동시결제),R2020-03145,9504631,2020-03-12,2020-04-13,32 days 00:00:00.000000000
4980,P2020-03145-01,16200780,개발자,CLS(외환동시결제),R2020-03145,9504631,2020-03-12,2020-04-13,32 days 00:00:00.000000000
4981,P2020-03147-01,06151401,PM,펌뱅킹,R2020-03147,6151401,2020-03-12,2020-03-27,15 days 00:00:00.000000000
4982,P2020-03148-01,06224784,PM,신탁,R2020-03148,7100507,2020-03-12,2020-06-08,88 days 00:00:00.000000000
4983,P2020-03148-02,06165958,PM,국내모바일앱,R2020-03148,7100507,2020-03-12,2020-06-05,85 days 00:00:00.000000000
4984,P2020-0315-01,07101368,PM,세입/세출e뱅킹,R2020-0315,11104929,2020-01-09,2020-02-07,29 days 00:00:00.000000000
4985,P2020-0315-01,19100760,개발자,세입/세출e뱅킹,R2020-0315,11104929,2020-01-09,2020-02-07,29 days 00:00:00.000000000
4986,P2020-03150-01,11031006,PM,고객상담센터,R2020-03150,6165060,2020-03-13,2020-05-29,77 days 00:00:00.000000000
4987,P2020-03155-01,18100813,PM,기업상담신청,R2020-03155,12100587,2020-03-12,2020-03-31,19 days 00:00:00.000000000
4988,P2020-03155-01,15100464,개발자,기업상담신청,R2020-03155,12100587,2020-03-12,2020-03-31,19 days 00:00:00.000000000
4989,P2020-03155-01,19201540,개발자,기업상담신청,R2020-03155,12100587,2020-03-12,2020-03-31,19 days 00:00:00.000000000
4990,P2020-03155-01,06178715,개발자,기업상담신청,R2020-03155,12100587,2020-03-12,2020-03-31,19 days 00:00:00.000000000
4991,P2020-03157-01,06169600,PM,신탁,R2020-03157,8201927,2020-03-12,2020-06-08,88 days 00:00:00.000000000
4992,P2020-03157-01,19101244,개발자,신탁,R2020-03157,8201927,2020-03-12,2020-06-08,88 days 00:00:00.000000000
4993,P2020-03158-01,06130860,PM,수신 공통,R2020-03158,10103716,2020-03-12,2020-07-06,116 days 00:00:00.000000000
4994,P2020-03158-01,20100116,개발자,수신 공통,R2020-03158,10103716,2020-03-12,2020-07-06,116 days 00:00:00.000000000
4995,P2020-03158-02,06220495,PM,고객,R2020-03158,10103716,2020-03-13,2020-07-06,115 days 00:00:00.000000000
4996,P2020-03158-02,18200230,개발자,고객,R2020-03158,10103716,2020-03-13,2020-07-06,115 days 00:00:00.000000000
4997,P2020-03158-02,16200100,개발자,고객,R2020-03158,10103716,2020-03-13,2020-07-06,115 days 00:00:00.000000000
4998,P2020-03158-04,03041007,PM,개인인터넷뱅킹(DS),R2020-03158,10103716,2020-04-09,2020-06-15,67 days 00:00:00.000000000
4999,P2020-03158-05,06164102,PM,국내모바일앱,R2020-03158,10103716,2020-04-16,2020-06-15,60 days 00:00:00.000000000
5000,P2020-03158-05,06165958,개발자,국내모바일앱,R2020-03158,10103716,2020-04-16,2020-06-15,60 days 00:00:00.000000000
5001,P2020-03158-05,20200153,개발자,국내모바일앱,R2020-03158,10103716,2020-04-16,2020-06-15,60 days 00:00:00.000000000
5002,P2020-03158-05,18200151,개발자,국내모바일앱,R2020-03158,10103716,2020-04-16,2020-06-15,60 days 00:00:00.000000000
5003,P2020-03158-05,19201524,개발자,국내모바일앱,R2020-03158,10103716,2020-04-16,2020-06-15,60 days 00:00:00.000000000
5004,P2020-03158-06,06169163,PM,개인CRM,R2020-03158,10103716,2020-04-24,2020-07-03,70 days 00:00:00.000000000
5005,P2020-03159-01,06148069,PM,수익증권,R2020-03159,11101865,2020-03-12,2020-04-14,33 days 00:00:00.000000000
5006,P2020-03159-01,06218301,개발자,수익증권,R2020-03159,11101865,2020-03-12,2020-04-14,33 days 00:00:00.000000000
5007,P2020-0316-01,06176471,PM,공통,R2020-0316,6182186,2020-01-08,2020-01-20,12 days 00:00:00.000000000
5008,P2020-03160-01,19507800,PM,퇴직연금,R2020-03160,11200073,2020-03-12,2020-04-17,36 days 00:00:00.000000000
5009,P2020-03160-01,06178091,개발자,퇴직연금,R2020-03160,11200073,2020-03-12,2020-04-17,36 days 00:00:00.000000000
5010,P2020-03163-01,06168590,PM,국내무역,R2020-03163,11200911,2020-03-12,2020-03-25,13 days 00:00:00.000000000
5011,P2020-03164-01,06145299,PM,수신,R2020-03164,15500462,2020-03-23,2020-04-08,16 days 00:00:00.000000000
5012,P2020-03164-02,06218131,PM,여신,R2020-03164,15500462,2020-03-30,2020-04-10,11 days 00:00:00.000000000
5013,P2020-03165-01,06174582,PM,모바일뱅킹,R2020-03165,6174582,2020-03-16,2020-07-14,120 days 00:00:00.000000000
5014,P2020-03165-01,16101677,개발자,모바일뱅킹,R2020-03165,6174582,2020-03-16,2020-07-14,120 days 00:00:00.000000000
5015,P2020-03165-01,18100181,개발자,모바일뱅킹,R2020-03165,6174582,2020-03-16,2020-07-14,120 days 00:00:00.000000000
5016,P2020-03165-01,16101618,개발자,모바일뱅킹,R2020-03165,6174582,2020-03-16,2020-07-14,120 days 00:00:00.000000000
5017,P2020-03165-01,18100570,개발자,모바일뱅킹,R2020-03165,6174582,2020-03-16,2020-07-14,120 days 00:00:00.000000000
5018,P2020-03165-01,17101352,개발자,모바일뱅킹,R2020-03165,6174582,2020-03-16,2020-07-14,120 days 00:00:00.000000000
5019,P2020-03167-01,06127258,PM,채널,R2020-03167,18506429,2020-03-16,2020-05-20,65 days 00:00:00.000000000
5020,P2020-03167-01,06208444,개발자,채널,R2020-03167,18506429,2020-03-16,2020-05-20,65 days 00:00:00.000000000
5021,P2020-03167-01,16101080,개발자,채널,R2020-03167,18506429,2020-03-16,2020-05-20,65 days 00:00:00.000000000
5022,P2020-03169-01,06180280,PM,국내모바일앱,R2020-03169,6172768,2020-03-12,2020-03-19,7 days 00:00:00.000000000
5023,P2020-0317-01,06178715,PM,기업상담신청,R2020-0317,19507496,2020-01-09,2020-01-31,22 days 00:00:00.000000000
5024,P2020-0317-01,10100806,개발자,기업상담신청,R2020-0317,19507496,2020-01-09,2020-01-31,22 days 00:00:00.000000000
5025,P2020-0317-01,06154001,개발자,기업상담신청,R2020-0317,19507496,2020-01-09,2020-01-31,22 days 00:00:00.000000000
5026,P2020-03171-01,06183042,PM,국내모바일앱,R2020-03171,6184359,2020-03-12,2020-03-17,5 days 00:00:00.000000000
5027,P2020-03173-01,07101066,PM,개인상담신청,R2020-03173,10100032,2020-03-12,2020-03-23,11 days 00:00:00.000000000
5028,P2020-03173-01,15101193,개발자,개인상담신청,R2020-03173,10100032,2020-03-12,2020-03-23,11 days 00:00:00.000000000
5029,P2020-03177-01,06217885,PM,BASEL,R2020-03177,906178316,2020-03-13,2020-03-20,7 days 00:00:00.000000000
5030,P2020-03178-01,06220819,PM,BASEL,R2020-03178,12101419,2020-03-12,2020-03-24,12 days 00:00:00.000000000
5031,P2020-0318-01,11071006,PM,(V)여신S,R2020-0318,17504244,2020-01-09,2020-03-06,57 days 00:00:00.000000000
5032,P2020-0318-01,19033028,개발자,(V)여신S,R2020-0318,17504244,2020-01-09,2020-03-06,57 days 00:00:00.000000000
5033,P2020-0318-01,18113001,개발자,(V)여신S,R2020-0318,17504244,2020-01-09,2020-03-06,57 days 00:00:00.000000000
5034,P2020-0318-01,18101016,개발자,(V)여신S,R2020-0318,17504244,2020-01-09,2020-03-06,57 days 00:00:00.000000000
5035,P2020-03181-01,15051004,PM,ALM,R2020-03181,10200533,2020-03-12,2020-03-31,19 days 00:00:00.000000000
5036,P2020-03181-01,19061020,개발자,ALM,R2020-03181,10200533,2020-03-12,2020-03-31,19 days 00:00:00.000000000
5037,P2020-03182-01,11103922,PM,개인상담신청,R2020-03182,6178537,2020-03-12,2020-03-27,15 days 00:00:00.000000000
5038,P2020-03182-01,15101193,개발자,개인상담신청,R2020-03182,6178537,2020-03-12,2020-03-27,15 days 00:00:00.000000000
5039,P2020-03183-01,11103922,PM,개인상담신청,R2020-03183,11104023,2020-03-13,2020-05-12,60 days 00:00:00.000000000
5040,P2020-03183-01,15101193,개발자,개인상담신청,R2020-03183,11104023,2020-03-13,2020-05-12,60 days 00:00:00.000000000
5041,P2020-03183-02,06182925,PM,국내모바일앱,R2020-03183,11104023,2020-03-20,2020-05-12,53 days 00:00:00.000000000
5042,P2020-03183-02,06179975,개발자,국내모바일앱,R2020-03183,11104023,2020-03-20,2020-05-12,53 days 00:00:00.000000000
5043,P2020-03183-03,06174670,PM,여신실행,R2020-03183,11104023,2020-03-31,2020-05-19,49 days 00:00:00.000000000
5044,P2020-03183-03,06215297,개발자,여신실행,R2020-03183,11104023,2020-03-31,2020-05-19,49 days 00:00:00.000000000
5045,P2020-03183-03,19201583,개발자,여신실행,R2020-03183,11104023,2020-03-31,2020-05-19,49 days 00:00:00.000000000
5046,P2020-03183-04,11081021,PM,홈페이지,R2020-03183,11104023,2020-04-07,2020-05-08,31 days 00:00:00.000000000
5047,P2020-03183-05,06167497,PM,여신공통,R2020-03183,11104023,2020-04-14,2020-05-08,24 days 00:00:00.000000000
5048,P2020-03183-05,06171461,개발자,여신공통,R2020-03183,11104023,2020-04-14,2020-05-08,24 days 00:00:00.000000000
5049,P2020-03183-06,16011007,PM,보증서 위탁발행,R2020-03183,11104023,2020-04-14,2020-05-08,24 days 00:00:00.000000000
5050,P2020-03184-01,06178715,PM,기업상담신청,R2020-03184,15608433,2020-03-16,2020-03-31,15 days 00:00:00.000000000
5051,P2020-03189-01,10100806,PM,기업상담신청,R2020-03189,8103100,2020-03-16,2020-03-20,4 days 00:00:00.000000000
5052,P2020-03189-01,19200285,개발자,기업상담신청,R2020-03189,8103100,2020-03-16,2020-03-20,4 days 00:00:00.000000000
5053,P2020-03197-01,06148069,PM,수익증권,R2020-03197,6148069,2020-03-12,2020-04-17,36 days 00:00:00.000000000
5054,P2020-03197-01,20100159,개발자,수익증권,R2020-03197,6148069,2020-03-12,2020-04-17,36 days 00:00:00.000000000
5055,P2020-03199-02,19072901,PM,M신한(DS),R2020-03199,6225292,2020-06-03,2021-03-31,301 days 00:00:00.000000000
5056,P2020-03199-02,16042004,개발자,M신한(DS),R2020-03199,6225292,2020-06-03,2021-03-31,301 days 00:00:00.000000000
5057,P2020-03199-02,20061903,개발자,M신한(DS),R2020-03199,6225292,2020-06-03,2021-03-31,301 days 00:00:00.000000000
5058,P2020-03199-02,19102004,개발자,M신한(DS),R2020-03199,6225292,2020-06-03,2021-03-31,301 days 00:00:00.000000000
5059,P2020-03199-04,15101193,PM,개인상담신청,R2020-03199,6225292,2020-07-27,2021-05-07,284 days 00:00:00.000000000
5060,P2020-03199-04,07101066,개발자,개인상담신청,R2020-03199,6225292,2020-07-27,2021-05-07,284 days 00:00:00.000000000
5061,P2020-03199-04,19101295,개발자,개인상담신청,R2020-03199,6225292,2020-07-27,2021-05-07,284 days 00:00:00.000000000
5062,P2020-03199-06,16051008,PM,BPR여신,R2020-03199,6225292,2020-08-12,2021-01-29,170 days 00:00:00.000000000
5063,P2020-03199-06,11121005,개발자,BPR여신,R2020-03199,6225292,2020-08-12,2021-01-29,170 days 00:00:00.000000000
5064,P2020-03199-06,08101003,개발자,BPR여신,R2020-03199,6225292,2020-08-12,2021-01-29,170 days 00:00:00.000000000
5065,P2020-0320-01,19102135,PM,ODS,R2020-0320,6222005,2020-01-09,2020-02-05,27 days 00:00:00.000000000
5066,P2020-03200-01,11071006,PM,(V)여신S,R2020-03200,17504244,2020-03-17,2020-04-17,31 days 00:00:00.000000000
5067,P2020-03200-01,18113001,개발자,(V)여신S,R2020-03200,17504244,2020-03-17,2020-04-17,31 days 00:00:00.000000000
5068,P2020-03200-01,19023025,개발자,(V)여신S,R2020-03200,17504244,2020-03-17,2020-04-17,31 days 00:00:00.000000000
5069,P2020-03200-01,18073017,개발자,(V)여신S,R2020-03200,17504244,2020-03-17,2020-04-17,31 days 00:00:00.000000000
5070,P2020-03200-01,18101016,개발자,(V)여신S,R2020-03200,17504244,2020-03-17,2020-04-17,31 days 00:00:00.000000000
5071,P2020-03201-01,06180280,PM,국내모바일앱,R2020-03201,13200460,2020-03-12,2020-03-13,1 days 00:00:00.000000000
5072,P2020-03202-02,12103195,PM,실행 및 상환,R2020-03202,6178294,2020-03-16,2020-03-30,14 days 00:00:00.000000000
5073,P2020-03202-02,19100450,개발자,실행 및 상환,R2020-03202,6178294,2020-03-16,2020-03-30,14 days 00:00:00.000000000
5074,P2020-03203-01,06208444,PM,채널,R2020-03203,6208444,2020-03-12,2020-04-01,20 days 00:00:00.000000000
5075,P2020-03203-01,18100783,개발자,채널,R2020-03203,6208444,2020-03-12,2020-04-01,20 days 00:00:00.000000000
5076,P2020-03204-01,19200854,PM,R Data Mart,R2020-03204,19200145,2020-03-12,2020-04-07,26 days 00:00:00.000000000
5077,P2020-03205-02,11091009,PM,스마트워크,R2020-03205,6139530,2020-03-17,2020-04-30,44 days 00:00:00.000000000
5078,P2020-03205-02,17071004,개발자,스마트워크,R2020-03205,6139530,2020-03-17,2020-04-30,44 days 00:00:00.000000000
5079,P2020-03205-02,SGO1010034,개발자,스마트워크,R2020-03205,6139530,2020-03-17,2020-04-30,44 days 00:00:00.000000000
5080,P2020-03205-02,19072904,개발자,스마트워크,R2020-03205,6139530,2020-03-17,2020-04-30,44 days 00:00:00.000000000
5081,P2020-03205-02,14011019,개발자,스마트워크,R2020-03205,6139530,2020-03-17,2020-04-30,44 days 00:00:00.000000000
5082,P2020-03207-01,11071006,PM,(V)여신S,R2020-03207,17504244,2020-03-17,2020-12-29,287 days 00:00:00.000000000
5083,P2020-03207-01,19041006,개발자,(V)여신S,R2020-03207,17504244,2020-03-17,2020-12-29,287 days 00:00:00.000000000
5084,P2020-03209-01,16011007,PM,보증서 위탁발행,R2020-03209,6173225,2020-03-12,2020-04-17,36 days 00:00:00.000000000
5085,P2020-03209-01,11041010,개발자,보증서 위탁발행,R2020-03209,6173225,2020-03-12,2020-04-17,36 days 00:00:00.000000000
5086,P2020-03211-01,08061010,PM,신용정보,R2020-03211,15608433,2020-03-13,2020-04-10,28 days 00:00:00.000000000
5087,P2020-03211-01,17101003,개발자,신용정보,R2020-03211,15608433,2020-03-13,2020-04-10,28 days 00:00:00.000000000
5088,P2020-03211-01,02101008,개발자,신용정보,R2020-03211,15608433,2020-03-13,2020-04-10,28 days 00:00:00.000000000
5089,P2020-03211-01,11071007,개발자,신용정보,R2020-03211,15608433,2020-03-13,2020-04-10,28 days 00:00:00.000000000
5090,P2020-03212-01,11071006,PM,(V)여신S,R2020-03212,11071006,2020-03-12,2020-03-31,19 days 00:00:00.000000000
5091,P2020-03212-01,19023025,개발자,(V)여신S,R2020-03212,11071006,2020-03-12,2020-03-31,19 days 00:00:00.000000000
5092,P2020-03212-01,18101016,개발자,(V)여신S,R2020-03212,11071006,2020-03-12,2020-03-31,19 days 00:00:00.000000000
5093,P2020-03217-01,06218301,PM,ISA,R2020-03217,6218301,2020-03-12,2020-05-18,67 days 00:00:00.000000000
5094,P2020-03219-01,06158250,PM,무역외,R2020-03219,6158250,2020-03-12,2020-04-13,32 days 00:00:00.000000000
5095,P2020-03219-01,20200160,개발자,무역외,R2020-03219,6158250,2020-03-12,2020-04-13,32 days 00:00:00.000000000
5096,P2020-0322-01,18113001,PM,베트남공통,R2020-0322,18606172,2020-01-08,2020-06-30,174 days 00:00:00.000000000
5097,P2020-0322-01,18073011,개발자,베트남공통,R2020-0322,18606172,2020-01-08,2020-06-30,174 days 00:00:00.000000000
5098,P2020-0322-01,18073017,개발자,베트남공통,R2020-0322,18606172,2020-01-08,2020-06-30,174 days 00:00:00.000000000
5099,P2020-0322-01,18073012,개발자,베트남공통,R2020-0322,18606172,2020-01-08,2020-06-30,174 days 00:00:00.000000000
5100,P2020-0322-02,18113001,PM,베트남채널,R2020-0322,18606172,2020-01-15,2020-06-30,167 days 00:00:00.000000000
5101,P2020-0322-02,18073014,개발자,베트남채널,R2020-0322,18606172,2020-01-15,2020-06-30,167 days 00:00:00.000000000
5102,P2020-0322-02,18104024,개발자,베트남채널,R2020-0322,18606172,2020-01-15,2020-06-30,167 days 00:00:00.000000000
5103,P2020-0322-02,18073005,개발자,베트남채널,R2020-0322,18606172,2020-01-15,2020-06-30,167 days 00:00:00.000000000
5104,P2020-0322-03,18113001,PM,베트남수신,R2020-0322,18606172,2020-01-20,2020-06-30,162 days 00:00:00.000000000
5105,P2020-0322-03,18073017,개발자,베트남수신,R2020-0322,18606172,2020-01-20,2020-06-30,162 days 00:00:00.000000000
5106,P2020-0322-03,19093048,개발자,베트남수신,R2020-0322,18606172,2020-01-20,2020-06-30,162 days 00:00:00.000000000
5107,P2020-0322-03,08121002,개발자,베트남수신,R2020-0322,18606172,2020-01-20,2020-06-30,162 days 00:00:00.000000000
5108,P2020-0322-03,13092003,개발자,베트남수신,R2020-0322,18606172,2020-01-20,2020-06-30,162 days 00:00:00.000000000
5109,P2020-0322-04,11121002,PM,(V)외환S,R2020-0322,18606172,2020-02-10,2020-06-30,141 days 00:00:00.000000000
5110,P2020-0322-04,17052002,개발자,(V)외환S,R2020-0322,18606172,2020-02-10,2020-06-30,141 days 00:00:00.000000000
5111,P2020-0322-06,18501125,PM,고객발급,R2020-0322,18606172,2020-06-01,2020-06-30,29 days 00:00:00.000000000
5112,P2020-0322-06,20023065,개발자,고객발급,R2020-0322,18606172,2020-06-01,2020-06-30,29 days 00:00:00.000000000
5113,P2020-0322-06,18113001,개발자,고객발급,R2020-0322,18606172,2020-06-01,2020-06-30,29 days 00:00:00.000000000
5114,P2020-0322-06,18012005,개발자,고객발급,R2020-0322,18606172,2020-06-01,2020-06-30,29 days 00:00:00.000000000
5115,P2020-0322-06,12101007,개발자,고객발급,R2020-0322,18606172,2020-06-01,2020-06-30,29 days 00:00:00.000000000
5116,P2020-03221-02,12103195,PM,실행 및 상환,R2020-03221,6178294,2020-03-18,2020-03-31,13 days 00:00:00.000000000
5117,P2020-03221-03,16101464,PM,담보,R2020-03221,6178294,2020-03-16,2020-04-01,16 days 00:00:00.000000000
5118,P2020-03223-01,12102512,PM,AI,R2020-03223,7100612,2020-03-16,2020-11-20,249 days 00:00:00.000000000
5119,P2020-03223-01,19200201,개발자,AI,R2020-03223,7100612,2020-03-16,2020-11-20,249 days 00:00:00.000000000
5120,P2020-03223-01,18101607,개발자,AI,R2020-03223,7100612,2020-03-16,2020-11-20,249 days 00:00:00.000000000
5121,P2020-03223-02,17100460,PM,공통테이블관리,R2020-03223,7100612,2020-06-03,2020-07-27,54 days 00:00:00.000000000
5122,P2020-03224-01,06175619,PM,BI(Business Intelligence),R2020-03224,6175619,2020-03-13,2020-07-31,140 days 00:00:00.000000000
5123,P2020-03224-01,06222714,개발자,BI(Business Intelligence),R2020-03224,6175619,2020-03-13,2020-07-31,140 days 00:00:00.000000000
5124,P2020-03224-01,10505113,개발자,BI(Business Intelligence),R2020-03224,6175619,2020-03-13,2020-07-31,140 days 00:00:00.000000000
5125,P2020-03224-01,10505105,개발자,BI(Business Intelligence),R2020-03224,6175619,2020-03-13,2020-07-31,140 days 00:00:00.000000000
5126,P2020-03225-01,18113001,PM,베트남채널,R2020-03225,18113001,2020-03-12,2020-03-23,11 days 00:00:00.000000000
5127,P2020-03225-01,19123054,개발자,베트남채널,R2020-03225,18113001,2020-03-12,2020-03-23,11 days 00:00:00.000000000
5128,P2020-03225-01,18104024,개발자,베트남채널,R2020-03225,18113001,2020-03-12,2020-03-23,11 days 00:00:00.000000000
5129,P2020-03225-01,18073005,개발자,베트남채널,R2020-03225,18113001,2020-03-12,2020-03-23,11 days 00:00:00.000000000
5130,P2020-03226-01,08101004,PM,방카슈랑스,R2020-03226,18501151,2020-03-13,2020-04-02,20 days 00:00:00.000000000
5131,P2020-03226-01,18102006,개발자,방카슈랑스,R2020-03226,18501151,2020-03-13,2020-04-02,20 days 00:00:00.000000000
5132,P2020-03226-01,19071007,개발자,방카슈랑스,R2020-03226,18501151,2020-03-13,2020-04-02,20 days 00:00:00.000000000
5133,P2020-03226-01,17011013,개발자,방카슈랑스,R2020-03226,18501151,2020-03-13,2020-04-02,20 days 00:00:00.000000000
5134,P2020-03226-01,19012005,개발자,방카슈랑스,R2020-03226,18501151,2020-03-13,2020-04-02,20 days 00:00:00.000000000
5135,P2020-03228-01,07061004,PM,보고서관리,R2020-03228,6177778,2020-03-12,2020-05-15,64 days 00:00:00.000000000
5136,P2020-03228-01,19021009,개발자,보고서관리,R2020-03228,6177778,2020-03-12,2020-05-15,64 days 00:00:00.000000000
5137,P2020-03228-01,19041004,개발자,보고서관리,R2020-03228,6177778,2020-03-12,2020-05-15,64 days 00:00:00.000000000
5138,P2020-03228-01,19102005,개발자,보고서관리,R2020-03228,6177778,2020-03-12,2020-05-15,64 days 00:00:00.000000000
5139,P2020-03228-01,12071002,개발자,보고서관리,R2020-03228,6177778,2020-03-12,2020-05-15,64 days 00:00:00.000000000
5140,P2020-03228-01,15021008,개발자,보고서관리,R2020-03228,6177778,2020-03-12,2020-05-15,64 days 00:00:00.000000000
5141,P2020-03228-01,17091017,개발자,보고서관리,R2020-03228,6177778,2020-03-12,2020-05-15,64 days 00:00:00.000000000
5142,P2020-03237-01,06216765,PM,개인CRM,R2020-03237,11200146,2020-03-16,2020-06-08,84 days 00:00:00.000000000
5143,P2020-03237-01,15100626,개발자,개인CRM,R2020-03237,11200146,2020-03-16,2020-06-08,84 days 00:00:00.000000000
5144,P2020-03237-01,18201393,개발자,개인CRM,R2020-03237,11200146,2020-03-16,2020-06-08,84 days 00:00:00.000000000
5145,P2020-0324-01,06142869,PM,자산관리,R2020-0324,6165699,2020-01-09,2020-02-21,43 days 00:00:00.000000000
5146,P2020-03241-01,07111003,PM,고객상담센터,R2020-03241,8202842,2020-03-12,2020-03-19,7 days 00:00:00.000000000
5147,P2020-03241-01,11031006,개발자,고객상담센터,R2020-03241,8202842,2020-03-12,2020-03-19,7 days 00:00:00.000000000
5148,P2020-03243-01,06217885,PM,BASEL,R2020-03243,6176437,2020-03-13,2020-03-20,7 days 00:00:00.000000000
5149,P2020-03243-01,20100124,개발자,BASEL,R2020-03243,6176437,2020-03-13,2020-03-20,7 days 00:00:00.000000000
5150,P2020-03246-01,10100806,PM,기업상담신청,R2020-03246,6226050,2020-03-13,2020-03-20,7 days 00:00:00.000000000
5151,P2020-03248-01,11101005,PM,Focus,R2020-03248,7101732,2020-03-16,2020-03-23,7 days 00:00:00.000000000
5152,P2020-03249-01,19102135,PM,DW,R2020-03249,6174752,2020-03-13,2020-03-20,7 days 00:00:00.000000000
5153,P2020-0325-01,18101909,PM,무역외,R2020-0325,18506429,2020-01-09,2020-01-22,13 days 00:00:00.000000000
5154,P2020-03250-01,18113001,PM,베트남공통,R2020-03250,17504244,2020-03-13,2020-03-24,11 days 00:00:00.000000000
5155,P2020-03250-01,18073011,개발자,베트남공통,R2020-03250,17504244,2020-03-13,2020-03-24,11 days 00:00:00.000000000
5156,P2020-03250-01,18073018,개발자,베트남공통,R2020-03250,17504244,2020-03-13,2020-03-24,11 days 00:00:00.000000000
5157,P2020-03250-01,08121002,개발자,베트남공통,R2020-03250,17504244,2020-03-13,2020-03-24,11 days 00:00:00.000000000
5158,P2020-03250-01,13092003,개발자,베트남공통,R2020-03250,17504244,2020-03-13,2020-03-24,11 days 00:00:00.000000000
5159,P2020-03251-01,18113001,PM,베트남채널,R2020-03251,18113001,2020-03-12,2020-03-30,18 days 00:00:00.000000000
5160,P2020-03251-01,18073014,개발자,베트남채널,R2020-03251,18113001,2020-03-12,2020-03-30,18 days 00:00:00.000000000
5161,P2020-03251-01,18073005,개발자,베트남채널,R2020-03251,18113001,2020-03-12,2020-03-30,18 days 00:00:00.000000000
5162,P2020-03253-01,06179207,PM,채널,R2020-03253,15500462,2020-03-16,2020-05-12,57 days 00:00:00.000000000
5163,P2020-03253-01,16101080,개발자,채널,R2020-03253,15500462,2020-03-16,2020-05-12,57 days 00:00:00.000000000
5164,P2020-03253-02,06178730,PM,글로벌인터넷뱅킹,R2020-03253,15500462,2020-03-16,2020-07-07,113 days 00:00:00.000000000
5165,P2020-03253-02,18200710,개발자,글로벌인터넷뱅킹,R2020-03253,15500462,2020-03-16,2020-07-07,113 days 00:00:00.000000000
5166,P2020-03253-02,12101620,개발자,글로벌인터넷뱅킹,R2020-03253,15500462,2020-03-16,2020-07-07,113 days 00:00:00.000000000
5167,P2020-03254-01,08041003,PM,수납대행,R2020-03254,8041003,2020-03-10,2020-04-30,51 days 00:00:00.000000000
5168,P2020-03254-01,19101008,개발자,수납대행,R2020-03254,8041003,2020-03-10,2020-04-30,51 days 00:00:00.000000000
5169,P2020-03254-01,02051003,개발자,수납대행,R2020-03254,8041003,2020-03-10,2020-04-30,51 days 00:00:00.000000000
